TecDoc-ID,TecDoc Brand,TecDoc Brand ID,Description,Quantity,Price_Italia,Price_Germany,Brand Type
F00VC01037,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,4.0,25.9,28.9,AFTERMARKET
F00VC01044,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,5.0,25.9,28.9,AFTERMARKET
F00VC01331,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,1.0,25.9,28.9,AFTERMARKET
F00VC01336,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,4.0,25.9,28.9,AFTERMARKET
F00VC01340,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,4.0,25.9,28.9,AFTERMARKET
F00VC01346,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,4.0,25.9,28.9,AFTERMARKET
F01G201011,CC,MISSING TECDOC ID,ASTINA/FUNGHETTO,3.0,25.9,28.9,AFTERMARKET
KGT0684,CC,MISSING TECDOC ID,SERIE GUARNIZIONI,1.0,25.9,28.9,AFTERMARKET
L02284,CC,MISSING TECDOC ID,FANALE POSTERIORE EUROPOINT II DX,2.0,41.9,44.9,AFTERMARKET
L02285,CC,MISSING TECDOC ID,FANALE POSTERIORE EUROPOINT II SX,2.0,41.9,44.9,AFTERMARKET
L02288,CC,MISSING TECDOC ID,TRASPARENTE D/S,5.0,13.9,16.9,AFTERMARKET
L076PBD,CC,MISSING TECDOC ID,POLVERIZZATORE,20.0,17.9,20.9,AFTERMARKET
NA034670,CC,MISSING TECDOC ID,TUBO,1.0,21.9,24.9,AFTERMARKET
R93.425.50,CC,MISSING TECDOC ID,SPECCHIO DX BRACCIO CORTO,1.0,66.9,69.9,AFTERMARKET
R94.312.G,CC,MISSING TECDOC ID,COPPA SPECCHIO RETROVISORE EUROCARG,1.0,16.9,19.9,AFTERMARKET
TGO-153,CC,MISSING TECDOC ID,KIT GUARNIZIONE,1.0,40.9,43.9,AFTERMARKET
WE82823C,CC,MISSING TECDOC ID,LIMITATORE,1.0,46.9,49.9,AFTERMARKET
107.043,CEI,MISSING TECDOC ID,Perno portasatellite,1.0,37.9,40.9,AFTERMARKET
107.159,CEI,MISSING TECDOC ID,PERNO,2.0,17.9,20.9,AFTERMARKET
107.256,CEI,MISSING TECDOC ID,PERNO SATELLITE,2.0,25.9,28.9,AFTERMARKET
107.290,CEI,MISSING TECDOC ID,Perno,1.0,16.9,19.9,AFTERMARKET
109.133,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,2.0,69.9,72.9,AFTERMARKET
109.134,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,2.0,67.9,70.9,AFTERMARKET
109.144,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,46.9,49.9,AFTERMARKET
109.149,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,40.9,43.9,AFTERMARKET
109.150,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,64.9,67.9,AFTERMARKET
109.151,CEI,MISSING TECDOC ID,Cono sincronizzatore,6.0,61.9,64.9,AFTERMARKET
109.152,CEI,MISSING TECDOC ID,Cono sincronizzatore,3.0,67.9,70.9,AFTERMARKET
109.154,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,67.9,70.9,AFTERMARKET
109.156,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,4.0,47.9,50.9,AFTERMARKET
109.157,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,63.9,66.9,AFTERMARKET
109.158,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,71.9,74.9,AFTERMARKET
109.166,CEI,MISSING TECDOC ID,INGRANAGGIO 1300061,1.0,83.9,86.9,AFTERMARKET
109.169,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,74.9,77.9,AFTERMARKET
109.170,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,72.9,75.9,AFTERMARKET
109.171,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,82.9,85.9,AFTERMARKET
109.174,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,1.0,83.9,86.9,AFTERMARKET
109.190,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,159.9,162.9,AFTERMARKET
109.241,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,1.0,61.9,64.9,AFTERMARKET
109.242,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,53.9,56.9,AFTERMARKET
109.356,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,1.0,83.9,86.9,AFTERMARKET
109.380,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,134.9,137.9,AFTERMARKET
109.385,CEI,MISSING TECDOC ID,CONO SINCRONIZZATORE,2.0,49.9,52.9,AFTERMARKET
109.386,CEI,MISSING TECDOC ID,CONO SINCRO,2.0,55.9,58.9,AFTERMARKET
109.403,CEI,MISSING TECDOC ID,Cono Sincronizzatore,1.0,63.9,66.9,AFTERMARKET
109.414,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,99.9,102.9,AFTERMARKET
109.415,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,120.9,123.9,AFTERMARKET
109.748,CEI,MISSING TECDOC ID,CONO SINCR,1.0,77.9,80.9,AFTERMARKET
109.774,CEI,MISSING TECDOC ID,Cono sincronizzatore (44 Cave),2.0,113.9,116.9,AFTERMARKET
109.833,CEI,MISSING TECDOC ID,Cono sincronizzatore,2.0,68.9,71.9,AFTERMARKET
109.837,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,153.9,156.9,AFTERMARKET
109.838,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,155.9,158.9,AFTERMARKET
109.839,CEI,MISSING TECDOC ID,Cono sincronizzatore,1.0,47.9,50.9,AFTERMARKET
111.279,CEI,MISSING TECDOC ID,KIT SPESSORI,2.0,39.9,42.9,AFTERMARKET
111.477,CEI,MISSING TECDOC ID,Anello,1.0,12.9,15.9,AFTERMARKET
115.020,CEI,MISSING TECDOC ID,Anello,1.0,21.9,24.9,AFTERMARKET
119.119,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,83.9,86.9,AFTERMARKET
119.132,CEI,MISSING TECDOC ID,Anello sincronizzatore,4.0,37.9,40.9,AFTERMARKET
119.133,CEI,MISSING TECDOC ID,Anello sincronizzatore (Bronzo),2.0,48.9,51.9,AFTERMARKET
119.136,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,130.9,133.9,AFTERMARKET
119.147,CEI,MISSING TECDOC ID,CONO 1383895,1.0,97.9,100.9,AFTERMARKET
119.166,CEI,MISSING TECDOC ID,ANELLO SINCRO,2.0,68.9,71.9,AFTERMARKET
119.167,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,60.9,63.9,AFTERMARKET
119.169,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,62.9,65.9,AFTERMARKET
119.170,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,60.9,63.9,AFTERMARKET
119.172,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,79.9,82.9,AFTERMARKET
119.173,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,57.9,60.9,AFTERMARKET
119.186,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,139.9,142.9,AFTERMARKET
119.187,CEI,MISSING TECDOC ID,ANELLO SINCRO INTERNO,2.0,157.9,160.9,AFTERMARKET
119.188,CEI,MISSING TECDOC ID,ANELLO SINCRO ESTERNO,2.0,139.9,142.9,AFTERMARKET
119.189,CEI,MISSING TECDOC ID,ANELLO SINCRO INTERMEDIO,2.0,70.9,73.9,AFTERMARKET
119.203,CEI,MISSING TECDOC ID,SINCRONIZZATORE 1438526,1.0,56.9,59.9,AFTERMARKET
119.217,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,55.9,58.9,AFTERMARKET
119.218,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,60.9,63.9,AFTERMARKET
119.226,CEI,MISSING TECDOC ID,Anello sincronizzatore,1.0,108.9,111.9,AFTERMARKET
119.237,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,79.9,82.9,AFTERMARKET
119.261,CEI,MISSING TECDOC ID,ANELLO SINCRONIZZATORE,2.0,35.9,38.9,AFTERMARKET
119.269,CEI,MISSING TECDOC ID,Anello sincronizzatore,1.0,96.9,99.9,AFTERMARKET
119.274,CEI,MISSING TECDOC ID,ANELLO SINCR,1.0,54.9,57.9,AFTERMARKET
119.301,CEI,MISSING TECDOC ID,Anello sincronizzatore,2.0,143.9,146.9,AFTERMARKET
119.327,CEI,MISSING TECDOC ID,ANELLO SINCRO,1.0,118.9,121.9,AFTERMARKET
122.127,CEI,MISSING TECDOC ID,Planetario conico,2.0,34.9,37.9,AFTERMARKET
128.194,CEI,MISSING TECDOC ID,Coperchio anteriore,1.0,55.9,58.9,AFTERMARKET
128.226,CEI,MISSING TECDOC ID,Coperchio,1.0,36.9,39.9,AFTERMARKET
128.359,CEI,MISSING TECDOC ID,Coperchio riduttore ruota RENA,1.0,44.9,47.9,AFTERMARKET
130.092,CEI,MISSING TECDOC ID,"CUSCINETTO D. 35X72X24,25",1.0,29.9,32.9,AFTERMARKET
130.165,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,83.9,86.9,AFTERMARKET
130.245,CEI,MISSING TECDOC ID,CUSCINETTO 90X160X30,1.0,55.9,58.9,AFTERMARKET
130.299,CEI,MISSING TECDOC ID,"Cuscinetto RENAULT, SCANIA",1.0,65.9,68.9,AFTERMARKET
130.308,CEI,MISSING TECDOC ID,Cuscinetto 49.2x103.1x43.6,1.0,68.9,71.9,AFTERMARKET
130.309,CEI,MISSING TECDOC ID,Cuscinetto 80x130x36,1.0,64.9,67.9,AFTERMARKET
130.312,CEI,MISSING TECDOC ID,CUSCINETTO 104.5X128.4X10,1.0,30.9,33.9,AFTERMARKET
130.322,CEI,MISSING TECDOC ID,Cuscinetto 80x140x26,1.0,86.9,89.9,AFTERMARKET
130.335,CEI,MISSING TECDOC ID,"Cuscinetto RENAULT, VOLVO",1.0,21.9,24.9,AFTERMARKET
130.337,CEI,MISSING TECDOC ID,"Cuscinetto RENAULT, VOLVO",1.0,100.9,103.9,AFTERMARKET
130.352,CEI,MISSING TECDOC ID,CUSCINETTO DIFFERENZIALE,1.0,72.9,75.9,AFTERMARKET
130.354,CEI,MISSING TECDOC ID,SUPPORTO CUSCINETTO,1.0,66.9,69.9,AFTERMARKET
130.408,CEI,MISSING TECDOC ID,"Cuscinetto 30x80x21 RENAULT, Z",1.0,29.9,32.9,AFTERMARKET
130.439,CEI,MISSING TECDOC ID,Cuscinetto 80x125x29,1.0,51.9,54.9,AFTERMARKET
130.457,CEI,MISSING TECDOC ID,Cuscinetto,1.0,24.9,27.9,AFTERMARKET
130.469,CEI,MISSING TECDOC ID,Cuscinetto,1.0,44.9,47.9,AFTERMARKET
130.497,CEI,MISSING TECDOC ID,Cuscinetto RENAULT,1.0,163.9,166.9,AFTERMARKET
130.499,CEI,MISSING TECDOC ID,Cuscinetto RENAULT,1.0,97.9,100.9,AFTERMARKET
130.516,CEI,MISSING TECDOC ID,CUSCINETTO,2.0,38.9,41.9,AFTERMARKET
130.518,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,68.9,71.9,AFTERMARKET
130.538,CEI,MISSING TECDOC ID,Cuscinetto 45x75x16,1.0,22.9,25.9,AFTERMARKET
130.550,CEI,MISSING TECDOC ID,Cuscinetto 75x140x34.3,1.0,56.9,59.9,AFTERMARKET
130.552,CEI,MISSING TECDOC ID,Cuscinetto 60x130x30,1.0,63.9,66.9,AFTERMARKET
130.554,CEI,MISSING TECDOC ID,Cuscinetto 50.8x100x35,1.0,34.9,37.9,AFTERMARKET
130.558,CEI,MISSING TECDOC ID,Cuscinetto 39.65x82.3x41,1.0,31.9,34.9,AFTERMARKET
130.560,CEI,MISSING TECDOC ID,Cuscinetto a rulli 50x41.3,1.0,37.9,40.9,AFTERMARKET
130.581,CEI,MISSING TECDOC ID,Cuscinetto 65x140x13.5,1.0,146.9,149.9,AFTERMARKET
130.622,CEI,MISSING TECDOC ID,CUSCINETTO 1300596,1.0,53.9,56.9,AFTERMARKET
130.706,CEI,MISSING TECDOC ID,Cuscinetto 71.4x120x32.5,1.0,51.9,54.9,AFTERMARKET
130.742,CEI,MISSING TECDOC ID,Cuscinetto RENAULT,1.0,39.9,42.9,AFTERMARKET
130.749,CEI,MISSING TECDOC ID,Cuscinetto 40x75x26,2.0,31.9,34.9,AFTERMARKET
130.753,CEI,MISSING TECDOC ID,Cuscinetto RENAULT,1.0,22.9,25.9,AFTERMARKET
130.784,CEI,MISSING TECDOC ID,Cuscinetto 50x90x20,1.0,25.9,28.9,AFTERMARKET
130.786,CEI,MISSING TECDOC ID,"CUSCINETTO 25X62X25,25",4.0,23.9,26.9,AFTERMARKET
130.808,CEI,MISSING TECDOC ID,Gabbia rulli 42x26x26,1.0,13.9,16.9,AFTERMARKET
130.809,CEI,MISSING TECDOC ID,Cuscinetto 50x110x27,1.0,130.9,133.9,AFTERMARKET
130.810,CEI,MISSING TECDOC ID,GABBIA A RULLI,2.0,16.9,19.9,AFTERMARKET
130.812,CEI,MISSING TECDOC ID,Cuscinetto 70x110x20,1.0,32.9,35.9,AFTERMARKET
130.816,CEI,MISSING TECDOC ID,CUSCINETTO D45X100X25,1.0,47.9,50.9,AFTERMARKET
130.870,CEI,MISSING TECDOC ID,Cono cuscinetto 100x150x32,1.0,82.9,85.9,AFTERMARKET
130.897,CEI,MISSING TECDOC ID,Cuscinetto rulli 70x165x57,1.0,113.9,116.9,AFTERMARKET
130.898,CEI,MISSING TECDOC ID,Cuscinetto rulli 120x180x38,1.0,99.9,102.9,AFTERMARKET
130.906,CEI,MISSING TECDOC ID,Cuscinetto 65x152x48,1.0,82.9,85.9,AFTERMARKET
130.918,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,14.9,17.9,AFTERMARKET
130.950,CEI,MISSING TECDOC ID,Cono cuscinetto 68x140x49.50,1.0,135.9,138.9,AFTERMARKET
130.989,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,69.9,72.9,AFTERMARKET
130.993,CEI,MISSING TECDOC ID,Cuscinetto 50x90x28,2.0,43.9,46.9,AFTERMARKET
131.624,CEI,MISSING TECDOC ID,CUSCINETTO RUOTA,1.0,135.9,138.9,AFTERMARKET
132.083,CEI,MISSING TECDOC ID,Cilindro,1.0,39.9,42.9,AFTERMARKET
132.093,CEI,MISSING TECDOC ID,Cilindro,1.0,37.9,40.9,AFTERMARKET
132.094,CEI,MISSING TECDOC ID,VALVOLA 1304334061,1.0,38.9,41.9,AFTERMARKET
132.097,CEI,MISSING TECDOC ID,Cilindro,1.0,39.9,42.9,AFTERMARKET
133.067,CEI,MISSING TECDOC ID,CROCIERA CARDANICA 27X81.7,1.0,13.9,16.9,AFTERMARKET
133.068,CEI,MISSING TECDOC ID,"CROCIERA CARDANICA 30,20X106,2",13.0,14.9,17.9,AFTERMARKET
133.071,CEI,MISSING TECDOC ID,Crociera cardanica 39.7x116,2.0,20.9,23.9,AFTERMARKET
133.086,CEI,MISSING TECDOC ID,Crociera cardanica 35x106.5,1.0,18.9,21.9,AFTERMARKET
133.087,CEI,MISSING TECDOC ID,Crociera cardanica 42x119.6,1.0,25.9,28.9,AFTERMARKET
133.105,CEI,MISSING TECDOC ID,CROCIERA CARDANICA,5.0,13.9,16.9,AFTERMARKET
133.133,CEI,MISSING TECDOC ID,"CROCIERA CARDANICA 30,20X82",7.0,14.9,17.9,AFTERMARKET
133.134,CEI,MISSING TECDOC ID,CROCIERA CARDANICA 34.9 X 92.2,1.0,19.9,22.9,AFTERMARKET
133.138,CEI,MISSING TECDOC ID,CROCIERA,1.0,40.9,43.9,AFTERMARKET
133.145,CEI,MISSING TECDOC ID,Crociera cardanica 27x74.6,2.0,13.9,16.9,AFTERMARKET
133.182,CEI,MISSING TECDOC ID,"CROCIERA CARDANICA 27X82,50",5.0,14.9,17.9,AFTERMARKET
133.183,CEI,MISSING TECDOC ID,Crociera cardanica 30.2x106.3,1.0,15.9,18.9,AFTERMARKET
133.187,CEI,MISSING TECDOC ID,CROCIERA,1.0,34.9,37.9,AFTERMARKET
133.201,CEI,MISSING TECDOC ID,"CROCIERA 30,2X82",1.0,14.9,17.9,AFTERMARKET
133.207,CEI,MISSING TECDOC ID,"Crociera cardanica 35x106,5 RE",1.0,16.9,19.9,AFTERMARKET
134.039,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,85.9,88.9,AFTERMARKET
134.080,CEI,MISSING TECDOC ID,CUSCINETTO,1.0,57.9,60.9,AFTERMARKET
134.116,CEI,MISSING TECDOC ID,CUSCINETTO,2.0,30.9,33.9,AFTERMARKET
134.117,CEI,MISSING TECDOC ID,Cuscinetto,3.0,25.9,28.9,AFTERMARKET
137.124,CEI,MISSING TECDOC ID,GABBIA RULLI 46X53X36,1.0,15.9,18.9,AFTERMARKET
137.125,CEI,MISSING TECDOC ID,GABBIA RULLI 74X66X36,2.0,16.9,19.9,AFTERMARKET
137.128,CEI,MISSING TECDOC ID,Gabbia rulli 55x63x32,1.0,16.9,19.9,AFTERMARKET
137.129,CEI,MISSING TECDOC ID,Gabbia rulli 60x68x34,1.0,19.9,22.9,AFTERMARKET
137.136,CEI,MISSING TECDOC ID,GABBIA A RULLI,2.0,25.9,28.9,AFTERMARKET
137.150,CEI,MISSING TECDOC ID,Cuscinetto a rulli 42x40.30,1.0,37.9,40.9,AFTERMARKET
137.164,CEI,MISSING TECDOC ID,SUPPORTO CUSCINETTO,1.0,25.9,28.9,AFTERMARKET
137.187,CEI,MISSING TECDOC ID,Gabbia rulli K78x86x35ZW,1.0,17.9,20.9,AFTERMARKET
137.188,CEI,MISSING TECDOC ID,Gabbia rulli K89x97x40ZW,1.0,26.9,29.9,AFTERMARKET
137.204,CEI,MISSING TECDOC ID,Gabbia a rulli 92x100x49.5,1.0,23.9,26.9,AFTERMARKET
137.230,CEI,MISSING TECDOC ID,Gabbia a rulli 92x100x26.6,1.0,27.9,30.9,AFTERMARKET
137.298,CEI,MISSING TECDOC ID,"GABBIA A RULLI 23X40,40X21",1.0,29.9,32.9,AFTERMARKET
137.356,CEI,MISSING TECDOC ID,Gabbia rulli 60x68x54,1.0,19.9,22.9,AFTERMARKET
139.551,CEI,MISSING TECDOC ID,Paraolio 95x115x13,1.0,14.9,17.9,AFTERMARKET
139.552,CEI,MISSING TECDOC ID,Paraolio 95x115x13,1.0,20.9,23.9,AFTERMARKET
139.555,CEI,MISSING TECDOC ID,Collettore olio,1.0,30.9,33.9,AFTERMARKET
139.556,CEI,MISSING TECDOC ID,PARAOLIO,1.0,11.9,14.9,AFTERMARKET
139.564,CEI,MISSING TECDOC ID,Paraolio 80x100x10,1.0,17.9,20.9,AFTERMARKET
139.567,CEI,MISSING TECDOC ID,ADESSO 12020777 CORTECO,1.0,12.9,15.9,AFTERMARKET
139.589,CEI,MISSING TECDOC ID,Paraolio 85x145x12/37 mm,1.0,40.9,43.9,AFTERMARKET
139.633,CEI,MISSING TECDOC ID,Anello di tenuta,1.0,19.9,22.9,AFTERMARKET
139.638,CEI,MISSING TECDOC ID,ANELLO OR,1.0,12.9,15.9,AFTERMARKET
139.641,CEI,MISSING TECDOC ID,GUARNIZIONE INTARDER,2.0,21.9,24.9,AFTERMARKET
139.653,CEI,MISSING TECDOC ID,Guarnizione,2.0,12.9,15.9,AFTERMARKET
139.655,CEI,MISSING TECDOC ID,COLLARE DI TENUTA D. 25X40X15,2.0,17.9,20.9,AFTERMARKET
139.656,CEI,MISSING TECDOC ID,Anello,2.0,11.9,14.9,AFTERMARKET
139.659,CEI,MISSING TECDOC ID,PARAOLIO CAMBIO,2.0,13.9,16.9,AFTERMARKET
139.661,CEI,MISSING TECDOC ID,Anello,3.0,12.9,15.9,AFTERMARKET
139.668,CEI,MISSING TECDOC ID,Guarnizione,2.0,21.9,24.9,AFTERMARKET
139.758,CEI,MISSING TECDOC ID,Paraolio RENAULT,2.0,36.9,39.9,AFTERMARKET
139.865,CEI,MISSING TECDOC ID,Paraolio 65x85x13,1.0,15.9,18.9,AFTERMARKET
139.878,CEI,MISSING TECDOC ID,PARAOLIO 105X130X12,1.0,15.9,18.9,AFTERMARKET
139.904,CEI,MISSING TECDOC ID,PATTINO 1305676,1.0,26.9,29.9,AFTERMARKET
139.914,CEI,MISSING TECDOC ID,Anello di tenuta,1.0,30.9,33.9,AFTERMARKET
139.966,CEI,MISSING TECDOC ID,PARAOLIO 55X70X8,1.0,14.9,17.9,AFTERMARKET
139.994,CEI,MISSING TECDOC ID,PARAOLIO 50X72X8/10,1.0,13.9,16.9,AFTERMARKET
141.085,CEI,MISSING TECDOC ID,PATTINO FORCELLA D 18,2.0,14.9,17.9,AFTERMARKET
141.163,CEI,MISSING TECDOC ID,PATTINO FORCELLA  D 14,6.0,13.9,16.9,AFTERMARKET
141.165,CEI,MISSING TECDOC ID,TASSELLO,4.0,13.9,16.9,AFTERMARKET
141.168,CEI,MISSING TECDOC ID,PATTINO FORCELLA,4.0,12.9,15.9,AFTERMARKET
141.194,CEI,MISSING TECDOC ID,PATTINI FORCELLA,4.0,13.9,16.9,AFTERMARKET
141.200,CEI,MISSING TECDOC ID,FORCELLA,1.0,69.9,72.9,AFTERMARKET
141.214,CEI,MISSING TECDOC ID,Pattino forcella,2.0,15.9,18.9,AFTERMARKET
141.215,CEI,MISSING TECDOC ID,Pattino,1.0,18.9,21.9,AFTERMARKET
141.389,CEI,MISSING TECDOC ID,Forcella,1.0,119.9,122.9,AFTERMARKET
145.464,CEI,MISSING TECDOC ID,Ingranaggio 4a Vel. Z 27,1.0,93.9,96.9,AFTERMARKET
145.465,CEI,MISSING TECDOC ID,Ingranaggio 5a Vel. Z 22,1.0,92.9,95.9,AFTERMARKET
145.554,CEI,MISSING TECDOC ID,Ingranaggio costante Z 35,1.0,143.9,146.9,AFTERMARKET
145.744,CEI,MISSING TECDOC ID,Ingranaggio Z 34,1.0,168.9,171.9,AFTERMARKET
145.968,CEI,MISSING TECDOC ID,Ingranaggio 6a Vel. Z 26/35,1.0,125.9,128.9,AFTERMARKET
146.320,CEI,MISSING TECDOC ID,Ingranaggio 4a Vel. Z 32,1.0,163.9,166.9,AFTERMARKET
146.365,CEI,MISSING TECDOC ID,Ingranaggio 3a Vel. Z 26,1.0,109.9,112.9,AFTERMARKET
146.374,CEI,MISSING TECDOC ID,Ingranaggio 4a Vel. Z 45,1.0,136.9,139.9,AFTERMARKET
146.470,CEI,MISSING TECDOC ID,Ingranaggio 3a Vel. Z 26,1.0,110.9,113.9,AFTERMARKET
146.486,CEI,MISSING TECDOC ID,INGRANAGGIO COSTANTE Z 39,1.0,132.9,135.9,AFTERMARKET
147.126,CEI,MISSING TECDOC ID,Ingranaggio R.M. Z 22,1.0,81.9,84.9,AFTERMARKET
154.064,CEI,MISSING TECDOC ID,Manicotto scorrevole,1.0,83.9,86.9,AFTERMARKET
154.098,CEI,MISSING TECDOC ID,MANICOTTO SCORREVOLE,1.0,93.9,96.9,AFTERMARKET
154.135,CEI,MISSING TECDOC ID,MANICOTTO SCORREVOLE,2.0,79.9,82.9,AFTERMARKET
154.184,CEI,MISSING TECDOC ID,Manicotto scorrevole,1.0,84.9,87.9,AFTERMARKET
154.199,CEI,MISSING TECDOC ID,Manicotto scorrevole,1.0,71.9,74.9,AFTERMARKET
154.201,CEI,MISSING TECDOC ID,MANICOTTO SCORREVOLE,1.0,113.9,116.9,AFTERMARKET
154.267,CEI,MISSING TECDOC ID,Manicotto scorrevole,1.0,68.9,71.9,AFTERMARKET
154.357,CEI,MISSING TECDOC ID,MANICOTTO SCORREVOLE,1.0,63.9,66.9,AFTERMARKET
154.358,CEI,MISSING TECDOC ID,MANICOTTO SCORREV,1.0,57.9,60.9,AFTERMARKET
154.386,CEI,MISSING TECDOC ID,INGRANAGGIO 1529939,1.0,104.9,107.9,AFTERMARKET
154.482,CEI,MISSING TECDOC ID,Manicotto scorrevole,1.0,55.9,58.9,AFTERMARKET
157.170,CEI,MISSING TECDOC ID,Mozzo sincronizzatore,1.0,65.9,68.9,AFTERMARKET
157.172,CEI,MISSING TECDOC ID,Mozzo sincronizzatore,1.0,73.9,76.9,AFTERMARKET
157.178,CEI,MISSING TECDOC ID,Planetario cilindrico Z 30,1.0,91.9,94.9,AFTERMARKET
157.186,CEI,MISSING TECDOC ID,Mozzo sincronizzatore,1.0,108.9,111.9,AFTERMARKET
157.189,CEI,MISSING TECDOC ID,MOZZO SINCRO,1.0,109.9,112.9,AFTERMARKET
157.227,CEI,MISSING TECDOC ID,MOZZO SINCRONIZZATORE,1.0,106.9,109.9,AFTERMARKET
157.228,CEI,MISSING TECDOC ID,MOZZO SINCRONIZ,1.0,85.9,88.9,AFTERMARKET
157.295,CEI,MISSING TECDOC ID,Mozzo sincronizzatore,1.0,62.9,65.9,AFTERMARKET
157.553,CEI,MISSING TECDOC ID,Synchronizer hub,1.0,113.9,116.9,AFTERMARKET
160.143,CEI,MISSING TECDOC ID,Perno a sfera,3.0,12.9,15.9,AFTERMARKET
169.740,CEI,MISSING TECDOC ID,Anello guida,1.0,19.9,22.9,AFTERMARKET
169.811,CEI,MISSING TECDOC ID,ANELLO DI SPINTA,2.0,65.9,68.9,AFTERMARKET
169.848,CEI,MISSING TECDOC ID,PIASTRA 1533848,3.0,30.9,33.9,AFTERMARKET
182.023,CEI,MISSING TECDOC ID,SATELLITE CONICO Z 11,4.0,26.9,29.9,AFTERMARKET
182.092,CEI,MISSING TECDOC ID,SATELLITE DIFFERENZIALE,2.0,22.9,25.9,AFTERMARKET
187.486,CEI,MISSING TECDOC ID,GHIERA 1525988,1.0,13.9,16.9,AFTERMARKET
187.556,CEI,MISSING TECDOC ID,Ghiera RENAULT,1.0,15.9,18.9,AFTERMARKET
187.610,CEI,MISSING TECDOC ID,"Ghiera RENAULT, VOLVO",1.0,32.9,35.9,AFTERMARKET
187.863,CEI,MISSING TECDOC ID,Dado,1.0,24.9,27.9,AFTERMARKET
188.096,CEI,MISSING TECDOC ID,Tassello di pressione,3.0,15.9,18.9,AFTERMARKET
188.206,CEI,MISSING TECDOC ID,Piastrino di sicurezza RENAULT,1.0,17.9,20.9,AFTERMARKET
188.318,CEI,MISSING TECDOC ID,PILASTRINO  DI SICUREZZA,1.0,36.9,39.9,AFTERMARKET
189.604,CEI,MISSING TECDOC ID,Scatola pompa olio,1.0,50.9,53.9,AFTERMARKET
189.605,CEI,MISSING TECDOC ID,Corpo pompa olio,1.0,25.9,28.9,AFTERMARKET
189.678,CEI,MISSING TECDOC ID,ROTORE,1.0,20.9,23.9,AFTERMARKET
189.681,CEI,MISSING TECDOC ID,Coperchio pompa olio,1.0,57.9,60.9,AFTERMARKET
189.682,CEI,MISSING TECDOC ID,Coperchio pompa olio,1.0,59.9,62.9,AFTERMARKET
189.683,CEI,MISSING TECDOC ID,Ingranaggio pompa olio,1.0,21.9,24.9,AFTERMARKET
189.688,CEI,MISSING TECDOC ID,Scatola pompa olio,1.0,49.9,52.9,AFTERMARKET
189.718,CEI,MISSING TECDOC ID,PISTONE,2.0,19.9,22.9,AFTERMARKET
189.719,CEI,MISSING TECDOC ID,PISTONE CILINDRO,1.0,20.9,23.9,AFTERMARKET
189.728,CEI,MISSING TECDOC ID,Coperchio pompa olio,1.0,29.9,32.9,AFTERMARKET
189.809,CEI,MISSING TECDOC ID,Pistone,1.0,64.9,67.9,AFTERMARKET
190.517,CEI,MISSING TECDOC ID,Albero d'entrata,1.0,210.9,213.9,AFTERMARKET
